date,store_id,region,category,product,quantity,unit_price,revenue,cost
2025-10-26,S08,Новосибирск,Продукты,Шоколад,1.0,242.0,242.0,155.51
2024-05-03,S10,Самара,Бытовая техника,Блендер,1.0,5512.88,5512.88,3988.63
2023-08-04,S05,Санкт-Петербург,Одежда,Футболка,1.0,1790.59,1790.59,1054.49
2025-07-08,S03,Москва,Бытовая техника,Пылесос,2.0,12389.91,24779.82,17584.0
2024-03-15,S02,Москва,Бытовая техника,Пылесос,1.0,13173.22,13173.22,9385.08
2025-05-20,S02,Москва,Бытовая техника,Утюг,4.0,4484.4,17937.6,12674.2
2024-10-22,S09,Ростов-на-Дону,Канцтовары,Набор ручек,4.0,332.99,1331.96,638.35
2024-02-20,S10,Самара,Электроника,Колонка,1.0,5530.73,5530.73,4383.01
2024-01-10,S06,Казань,Бытовая техника,Утюг,1.0,4657.02,4657.02,3226.41
2023-09-01,S10,Самара,Электроника,Наушники,1.0,3789.18,3789.18,3056.38
2024-11-25,S05,Санкт-Петербург,Продукты,Кофе 1кг,14.0,1034.02,14476.28,9873.68
2024-05-04,S02,Москва,Канцтовары,Ежедневник,4.0,727.12,2908.48,1677.13
2024-09-15,S05,Санкт-Петербург,Бытовая техника,Чайник,1.0,3280.07,3280.07,2472.72
2023-05-03,S06,Казань,Продукты,Чай 100п,2.0,489.41,978.82,732.09
2023-08-31,S06,Казань,Электроника,Наушники,3.0,3669.47,11008.41,8771.14
2025-01-07,S04,Санкт-Петербург,Одежда,Кроссовки,4.0,6740.19,26960.76,16202.07
2024-08-19,S07,Екатеринбург,Электроника,Колонка,1.0,5339.53,5339.53,4340.13
2023-03-10,S01,Москва,Продукты,Мёд 500г,8.0,541.49,4331.92,2966.0
2024-07-25,S10,Самара,Бытовая техника,Чайник,1.0,3037.56,3037.56,2279.65
2025-04-28,S06,Казань,Продукты,Шоколад,7.0,234.92,1644.44,1249.25
2023-08-05,S09,Ростов-на-Дону,Канцтовары,Калькулятор,1.0,1129.58,1129.58,582.09
2024-03-04,S06,Казань,Канцтовары,Калькулятор,1.0,1316.32,1316.32,569.38
2025-10-02,S10,Самара,Бытовая техника,Блендер,2.0,5169.51,10339.02,6970.49
2024-07-28,S02,Москва,Электроника,Планшет,1.0,19784.61,19784.61,16039.03
2023-03-29,S06,Казань,Продукты,Кофе 1кг,2.0,942.83,1885.66,1365.77
2025-12-24,S08,Новосибирск,Бытовая техника,Чайник,,3232.18,25857.44,17373.78
2025-06-02,S08,Новосибирск,Канцтовары,Калькулятор,1.0,1343.29,1343.29,699.14
2024-12-22,S08,Новосибирск,Электроника,Планшет,1.0,,18271.45,15032.41
2023-05-29,S08,Новосибирск,Продукты,Мёд 500г,3.0,677.33,2031.99,1395.47
2023-11-14,S09,Ростов-на-Дону,Продукты,Мёд 500г,2.0,597.13,1194.26,906.52
2024-09-11,S04,Санкт-Петербург,Одежда,Джинсы,2.0,3839.94,7679.88,3620.38
2024-09-18,S08,Новосибирск,Электроника,Планшет,6.0,18361.2,110167.2,87293.06
2023-02-16,S08,Новосибирск,Одежда,Футболка,1.0,1742.51,1742.51,909.19
2024-06-25,S06,Казань,Продукты,Чай 100п,4.0,475.89,1903.56,1267.74
2024-08-22,S02,Москва,Бытовая техника,Пылесос,1.0,12363.52,12363.52,9503.28
2024-06-08,S07,Екатеринбург,Продукты,Шоколад,6.0,235.08,1410.48,935.18
2024-07-22,S02,Москва,Продукты,Чай 100п,4.0,426.39,1705.56,1184.76
2024-07-23,S06,Казань,Одежда,Куртка,5.0,,40378.8,20646.23
2024-05-20,S09,Ростов-на-Дону,Электроника,Смартфон,1.0,26390.92,26390.92,20889.79
2024-01-17,S10,Самара,Продукты,Чай 100п,1.0,428.27,428.27,317.81
2024-10-26,S02,Москва,Одежда,Футболка,7.0,1663.09,11641.63,6259.41
2025-05-09,S10,Самара,Канцтовары,Набор ручек,1.0,386.56,386.56,169.49
2023-03-29,S09,Ростов-на-Дону,Продукты,Шоколад,6.0,226.88,1361.28,932.86
2023-02-14,S10,Самара,Продукты,Чай 100п,3.0,449.48,1348.44,892.97
2025-12-13,S05,Санкт-Петербург,Электроника,Колонка,1.0,6008.74,6008.74,4621.84
2023-06-02,S04,Санкт-Петербург,Одежда,Куртка,1.0,9513.96,9513.96,5290.38
2023-07-04,S04,Санкт-Петербург,Одежда,Футболка,14.0,1671.05,23394.7,14200.08
2023-11-20,S02,Москва,Канцтовары,Набор ручек,8.0,339.26,2714.08,1603.97
2024-09-10,S05,Санкт-Петербург,Одежда,Джинсы,1.0,4575.18,4575.18,2535.37
2025-11-14,S10,Самара,Канцтовары,Калькулятор,1.0,1280.41,1280.41,619.66
2024-09-22,S09,Ростов-на-Дону,Канцтовары,Ежедневник,1.0,652.39,652.39,334.62
2024-04-01,S05,Санкт-Петербург,Канцтовары,Степлер,1.0,483.07,483.07,278.48
2024-01-21,S06,Казань,Продукты,Шоколад,8.0,255.91,2047.28,1490.17
2023-11-06,S05,Санкт-Петербург,Продукты,Шоколад,1.0,262.11,262.11,176.73
2023-10-21,S01,Москва,Электроника,Наушники,1.0,3635.86,3635.86,2738.38
2024-04-17,S08,Новосибирск,Канцтовары,Степлер,1.0,488.99,488.99,230.36
2024-03-30,S09,Ростов-на-Дону,Электроника,Колонка,5.0,6064.03,30320.15,22556.52
2024-07-13,S07,Екатеринбург,Бытовая техника,Утюг,1.0,4906.89,4906.89,3743.52
2024-01-31,S02,Москва,Электроника,Планшет,1.0,19386.11,19386.11,14503.46
2023-03-26,S02,Москва,Продукты,Шоколад,3.0,252.84,758.52,497.51
2023-01-10,S07,Екатеринбург,Одежда,Джинсы,1.0,4769.07,4769.07,2389.94
2025-05-08,S05,Санкт-Петербург,Бытовая техника,Пылесос,5.0,12995.87,64979.35,45537.56
2024-04-30,S10,Самара,Продукты,Кофе 1кг,1.0,813.37,813.37,520.95
2023-07-02,S09,Ростов-на-Дону,Электроника,Колонка,1.0,5544.11,5544.11,4269.3
2023-05-05,S06,Казань,Канцтовары,Калькулятор,1.0,1107.33,1107.33,590.26
2023-05-24,S10,Самара,Электроника,Колонка,1.0,5678.27,5678.27,4632.37
2024-08-03,S02,Москва,Бытовая техника,Утюг,3.0,4663.39,13990.17,9452.95
2024-02-11,S02,Москва,Электроника,Смартфон,3.0,25706.73,77120.19,57796.4
2023-05-22,S04,Санкт-Петербург,Электроника,Смартфон,1.0,28013.97,,21330.99
2024-11-21,S10,Самара,Электроника,Смартфон,5.0,,118944.3,94518.21
2024-11-21,S06,Казань,Бытовая техника,Блендер,17.0,4585.81,77958.77,52189.0
2024-12-13,S09,Ростов-на-Дону,Бытовая техника,Утюг,1.0,4864.47,4864.47,3283.15
2025-10-13,S05,Санкт-Петербург,Электроника,Наушники,1.0,3669.37,3669.37,2822.6
2023-01-25,S10,Самара,Канцтовары,Калькулятор,2.0,1344.3,2688.6,1169.63
2024-01-01,S02,Москва,Одежда,Кроссовки,5.0,,,18985.61
2025-02-13,S08,Новосибирск,Продукты,Шоколад,1.0,273.59,273.59,197.08
2023-09-20,S03,Москва,Электроника,Смартфон,3.0,24835.22,74505.66,56993.28
2024-03-16,S04,Санкт-Петербург,Бытовая техника,Чайник,7.0,3172.02,22204.14,15978.95
2024-01-03,S04,Санкт-Петербург,Бытовая техника,Чайник,1.0,2915.81,2915.81,2113.35
2025-02-06,S03,Москва,Продукты,Мёд 500г,1.0,612.25,612.25,436.87
2025-02-10,S01,Москва,Канцтовары,Степлер,3.0,429.89,1289.67,574.61
2025-09-10,S01,Москва,Одежда,Футболка,3.0,1992.62,5977.86,2781.31
2025-08-17,S07,Екатеринбург,Канцтовары,Набор ручек,3.0,384.85,1154.55,611.38
2025-02-17,S04,Санкт-Петербург,Канцтовары,Набор ручек,3.0,331.31,993.93,486.78
2023-08-17,S02,Москва,Электроника,Наушники,1.0,3251.07,3251.07,2615.82
2025-08-27,S01,Москва,Электроника,Колонка,2.0,5542.91,,9132.69
2023-06-21,S06,Казань,Одежда,Футболка,1.0,1705.18,1705.18,860.46
2025-05-25,S01,Москва,Продукты,Шоколад,10.0,269.17,2691.7,1757.2
2023-09-29,S04,Санкт-Петербург,Продукты,Мёд 500г,3.0,689.22,2067.66,1327.98
2024-08-08,S06,Казань,Одежда,Футболка,1.0,1887.91,1887.91,893.75
2023-10-13,S06,Казань,Продукты,Мёд 500г,4.0,661.18,,1839.55
2023-03-01,S03,Москва,Канцтовары,Ежедневник,1.0,720.32,720.32,392.33
2023-11-21,S03,Москва,Электроника,Планшет,4.0,19385.46,77541.84,62550.66
2025-08-11,S05,Санкт-Петербург,Канцтовары,Ежедневник,2.0,784.78,1569.56,773.93
2024-04-22,S10,Самара,Канцтовары,Степлер,1.0,442.53,442.53,252.51
2025-02-15,S10,Самара,Канцтовары,Ежедневник,1.0,749.74,749.74,431.54
2024-06-10,S09,Ростов-на-Дону,Электроника,Планшет,2.0,20564.67,41129.34,31125.17
2025-06-11,S08,Новосибирск,Канцтовары,Калькулятор,1.0,1348.97,1348.97,803.29
2023-02-27,S02,Москва,Электроника,Наушники,1.0,3944.51,3944.51,3218.58
2025-05-08,S07,Екатеринбург,Бытовая техника,Блендер,,,5051.7,3754.07
2023-06-10,S06,Казань,Электроника,Смартфон,6.0,26621.54,159729.24,130350.24
2024-06-03,S05,Санкт-Петербург,Одежда,Футболка,3.0,2045.18,6135.54,3261.79
2024-11-11,S09,Ростов-на-Дону,Канцтовары,Ежедневник,13.0,688.73,8953.49,3838.29
2024-02-25,S07,Екатеринбург,Электроника,Наушники,1.0,3289.97,3289.97,2484.51
2025-06-20,S09,Ростов-на-Дону,Электроника,Смартфон,2.0,,53034.7,39519.88
2025-06-24,S03,Москва,Продукты,Мёд 500г,4.0,623.52,2494.08,1657.29
2024-01-28,S09,Ростов-на-Дону,Одежда,Джинсы,3.0,3898.31,11694.93,7398.55
2025-05-08,S01,Москва,Одежда,Джинсы,10.0,4758.19,47581.9,23762.35
2023-06-24,S09,Ростов-на-Дону,Одежда,Куртка,1.0,8214.36,8214.36,4823.51
2023-06-21,S03,Москва,Одежда,Кроссовки,1.0,6436.58,6436.58,3056.63
2023-05-24,S01,Москва,Канцтовары,Степлер,1.0,513.18,513.18,238.49
2024-05-08,S03,Москва,Одежда,Кроссовки,1.0,7016.16,7016.16,3256.83
2025-01-30,S01,Москва,Канцтовары,Калькулятор,,1364.15,1364.15,607.91
2024-11-05,S01,Москва,Канцтовары,Калькулятор,1.0,1084.05,1084.05,520.11
2023-04-03,S06,Казань,Электроника,Наушники,1.0,3186.31,3186.31,2468.57
2023-09-29,S08,Новосибирск,Бытовая техника,Утюг,1.0,4498.07,4498.07,3321.04
2025-03-01,S05,Санкт-Петербург,Одежда,Футболка,1.0,1703.22,1703.22,985.36
2025-12-28,S03,Москва,Одежда,Футболка,1.0,1917.98,1917.98,1035.89
2025-04-22,S08,Новосибирск,Электроника,Наушники,1.0,3771.02,3771.02,2935.35
2023-11-28,S05,Санкт-Петербург,Одежда,Кроссовки,5.0,6404.95,32024.75,17180.08
2025-03-03,S04,Санкт-Петербург,Бытовая техника,Чайник,1.0,3251.05,3251.05,2399.93
2025-04-01,S06,Казань,Продукты,Чай 100п,2.0,503.68,1007.36,709.11
2024-11-24,S02,Москва,Продукты,Кофе 1кг,1.0,952.12,952.12,650.0
2023-09-15,S08,Новосибирск,Одежда,Куртка,2.0,9542.25,,9425.0
2023-10-24,S09,Ростов-на-Дону,Одежда,Кроссовки,1.0,7320.75,7320.75,4042.1
2023-09-23,S08,Новосибирск,Канцтовары,Степлер,1.0,425.2,425.2,216.21
2025-10-26,S02,Москва,Одежда,Футболка,3.0,1761.06,,2582.77
2023-06-15,S03,Москва,Бытовая техника,Блендер,5.0,5691.92,28459.6,20221.57
2023-09-10,S09,Ростов-на-Дону,Одежда,Джинсы,2.0,4810.45,9620.9,5436.68
2024-02-24,S01,Москва,Продукты,Шоколад,5.0,235.39,1176.95,843.83
2024-09-30,S09,Ростов-на-Дону,Электроника,Наушники,1.0,3289.67,3289.67,2688.45
2023-07-16,S09,Ростов-на-Дону,Продукты,Чай 100п,1.0,506.24,506.24,363.47
2023-05-30,S07,Екатеринбург,Продукты,Кофе 1кг,1.0,1032.82,1032.82,710.14
2023-08-08,S09,Ростов-на-Дону,Продукты,Шоколад,4.0,264.78,1059.12,703.29
2023-06-28,S01,Москва,Бытовая техника,Пылесос,6.0,12142.63,72855.78,52718.34
2023-01-08,S08,Новосибирск,Бытовая техника,Блендер,1.0,5446.85,5446.85,4036.21
2025-03-29,S04,Санкт-Петербург,Электроника,Смартфон,1.0,23672.57,,18422.9
2025-10-29,S04,Санкт-Петербург,Канцтовары,Ежедневник,3.0,637.68,,851.71
2025-11-21,S05,Санкт-Петербург,Продукты,Мёд 500г,1.0,602.21,602.21,434.45
2024-11-09,S01,Москва,Канцтовары,Ежедневник,3.0,781.9,2345.7,1070.57
2025-04-16,S06,Казань,Бытовая техника,Пылесос,1.0,12803.33,12803.33,8992.45
2025-08-03,S02,Москва,Продукты,Кофе 1кг,2.0,1005.87,2011.74,1400.37
2023-05-28,S10,Самара,Канцтовары,Набор ручек,1.0,335.13,335.13,145.7
2023-08-02,S02,Москва,Продукты,Чай 100п,1.0,464.95,464.95,298.62
2023-07-07,S01,Москва,Продукты,Мёд 500г,4.0,614.24,2456.96,1638.94
2023-04-10,S04,Санкт-Петербург,Продукты,Мёд 500г,1.0,676.43,676.43,448.67
2025-10-12,S10,Самара,Продукты,Шоколад,2.0,245.71,491.42,372.64
2025-01-22,S07,Екатеринбург,Одежда,Джинсы,1.0,3801.7,3801.7,2078.89
2025-08-16,S01,Москва,Электроника,Смартфон,2.0,25070.04,50140.08,40119.87
2024-05-04,S03,Москва,Электроника,Смартфон,1.0,27913.13,27913.13,21851.63
2023-11-07,S06,Казань,Продукты,Чай 100п,17.0,460.91,7835.47,5154.4
2023-08-24,S02,Москва,Одежда,Кроссовки,1.0,6656.12,6656.12,4108.79
2025-04-17,S01,Москва,Одежда,Куртка,1.0,7905.53,7905.53,4560.44
2024-09-02,S03,Москва,Бытовая техника,Утюг,4.0,4913.86,19655.44,13957.39
2024-04-19,S04,Санкт-Петербург,Одежда,Футболка,1.0,2015.77,2015.77,1255.6
2024-11-04,S09,Ростов-на-Дону,Одежда,Кроссовки,1.0,6355.38,6355.38,3788.62
2025-04-26,S10,Самара,Одежда,Куртка,2.0,8632.95,17265.9,8595.81
2024-01-09,S05,Санкт-Петербург,Бытовая техника,Пылесос,1.0,11184.29,11184.29,7516.45
2025-03-10,S05,Санкт-Петербург,Продукты,Чай 100п,2.0,494.18,988.36,733.05
2023-06-06,S04,Санкт-Петербург,Одежда,Футболка,2.0,1952.07,3904.14,1879.6
2025-07-05,S05,Санкт-Петербург,Электроника,Смартфон,1.0,26928.06,26928.06,19884.41
2025-07-07,S06,Казань,Бытовая техника,Утюг,1.0,4083.72,4083.72,2846.66
2023-03-06,S06,Казань,Канцтовары,Калькулятор,1.0,1094.72,1094.72,541.95
2025-09-12,S09,Ростов-на-Дону,Бытовая техника,Чайник,1.0,3638.08,3638.08,2799.19
2024-08-02,S08,Новосибирск,Продукты,Чай 100п,1.0,417.31,417.31,314.82
2024-05-11,S05,Санкт-Петербург,Бытовая техника,Блендер,2.0,4622.6,9245.2,7018.91
2023-05-03,S01,Москва,Продукты,Чай 100п,2.0,463.7,927.4,647.21
2023-02-12,S09,Ростов-на-Дону,Электроника,Наушники,1.0,3763.26,3763.26,2884.35
2024-06-13,S08,Новосибирск,Бытовая техника,Блендер,1.0,4586.44,4586.44,3461.43
2025-02-07,S01,Москва,Одежда,Джинсы,8.0,3869.95,30959.6,18188.45
2024-04-27,S05,Санкт-Петербург,Продукты,Чай 100п,4.0,511.51,2046.04,1477.97
2023-07-13,S07,Екатеринбург,Одежда,Джинсы,1.0,3941.67,3941.67,2076.97
2025-11-29,S02,Москва,Бытовая техника,Пылесос,1.0,12321.18,12321.18,9455.02
2024-02-11,S01,Москва,Бытовая техника,Пылесос,4.0,10865.95,43463.8,29891.8
2025-02-16,S09,Ростов-на-Дону,Одежда,Джинсы,1.0,4824.61,4824.61,2484.16
2025-09-10,S10,Самара,Электроника,Смартфон,4.0,28161.82,112647.28,87303.44
2025-04-09,S06,Казань,Канцтовары,Степлер,6.0,504.68,3028.08,1636.81
2024-07-19,S02,Москва,Бытовая техника,Пылесос,2.0,13040.24,26080.48,19995.12
2023-12-22,S07,Екатеринбург,Одежда,Джинсы,4.0,4667.92,18671.68,11810.2
2023-08-01,S02,Москва,Одежда,Кроссовки,3.0,6524.64,19573.92,11912.1
2024-08-18,S02,Москва,Бытовая техника,Пылесос,1.0,13429.68,13429.68,9736.06
2024-07-03,S03,Москва,Бытовая техника,Пылесос,3.0,11782.13,35346.39,24101.63
2023-03-29,S08,Новосибирск,Канцтовары,Калькулятор,1.0,1262.39,1262.39,642.75
2023-12-05,S05,Санкт-Петербург,Бытовая техника,Чайник,2.0,3571.38,7142.76,4947.3
2024-03-28,S05,Санкт-Петербург,Продукты,Шоколад,1.0,246.19,246.19,165.66
2023-10-20,S08,Новосибирск,Канцтовары,Степлер,1.0,492.09,492.09,229.02
2024-06-22,S09,Ростов-на-Дону,Одежда,Джинсы,4.0,4575.43,18301.72,8792.31
2025-04-18,S05,Санкт-Петербург,Продукты,Чай 100п,2.0,451.3,902.6,668.61
2024-09-09,S04,Санкт-Петербург,Одежда,Джинсы,1.0,4508.45,4508.45,2583.14
2025-01-20,S09,Ростов-на-Дону,Бытовая техника,Чайник,1.0,,3360.01,2403.8
2025-04-17,S05,Санкт-Петербург,Канцтовары,Ежедневник,3.0,666.51,1999.53,1168.25
2023-08-03,S06,Казань,Канцтовары,Ежедневник,1.0,688.03,688.03,323.96
2023-03-12,S08,Новосибирск,Электроника,Наушники,2.0,3634.61,7269.22,5784.02
2023-07-31,S01,Москва,Одежда,Джинсы,1.0,4090.9,4090.9,1980.04
2025-07-14,S03,Москва,Одежда,Куртка,2.0,9664.37,19328.74,11307.29
2024-08-29,S09,Ростов-на-Дону,Канцтовары,Набор ручек,1.0,347.09,347.09,177.21
2023-08-07,S07,Екатеринбург,Продукты,Шоколад,1.0,249.36,249.36,182.73
2025-11-24,S01,Москва,Одежда,Кроссовки,1.0,,7403.21,3812.65
2025-07-11,S02,Москва,Электроника,Колонка,2.0,6027.71,12055.42,9928.12
2023-03-18,S10,Самара,Одежда,Куртка,1.0,8737.13,8737.13,5507.69
2025-09-04,S08,Новосибирск,Электроника,Планшет,3.0,18905.89,56717.67,45152.8
2023-04-16,S03,Москва,Канцтовары,Степлер,6.0,503.45,3020.7,1431.23
2024-06-03,S05,Санкт-Петербург,Продукты,Чай 100п,1.0,506.42,506.42,365.44
2025-12-01,S04,Санкт-Петербург,Одежда,Футболка,2.0,2032.36,4064.72,2105.82
2024-04-01,S01,Москва,Продукты,Кофе 1кг,1.0,946.39,946.39,642.97
2024-04-15,S05,Санкт-Петербург,Бытовая техника,Утюг,1.0,5099.22,5099.22,3504.28
2024-04-02,S01,Москва,Электроника,Колонка,8.0,5830.04,,38423.69
2025-03-29,S09,Ростов-на-Дону,Электроника,Колонка,3.0,5243.89,15731.67,12374.98
2025-08-04,S04,Санкт-Петербург,Электроника,Колонка,7.0,6134.96,42944.72,33975.66
2024-10-19,S09,Ростов-на-Дону,Канцтовары,Набор ручек,3.0,396.87,1190.61,651.24
2023-10-05,S02,Москва,Бытовая техника,Блендер,2.0,5519.68,11039.36,8079.85
2024-03-21,S04,Санкт-Петербург,Канцтовары,Степлер,1.0,419.43,419.43,181.59
2025-04-18,S07,Екатеринбург,Канцтовары,Набор ручек,1.0,388.82,388.82,225.69
2023-07-01,S03,Москва,Одежда,Кроссовки,6.0,7401.15,44406.9,28044.79
2025-02-10,S06,Казань,Канцтовары,Калькулятор,7.0,1227.33,8591.31,4973.69
2023-12-25,S10,Самара,Одежда,Куртка,3.0,8144.55,24433.65,11800.38
2024-12-19,S08,Новосибирск,Канцтовары,Калькулятор,4.0,1319.08,5276.32,3063.52
2024-12-11,S08,Новосибирск,Электроника,Смартфон,1.0,25847.04,25847.04,19606.3
2024-10-17,S07,Екатеринбург,Электроника,Планшет,9.0,17464.33,157178.97,117201.57
2023-02-09,S08,Новосибирск,Канцтовары,Степлер,1.0,448.79,448.79,227.77
2025-07-02,S03,Москва,Продукты,Шоколад,1.0,229.48,229.48,165.83
2025-10-22,S07,Екатеринбург,Продукты,Чай 100п,1.0,475.24,475.24,332.48
2023-06-09,S05,Санкт-Петербург,Одежда,Футболка,1.0,1859.83,1859.83,1078.81
2025-05-30,S10,Самара,Бытовая техника,Чайник,4.0,3186.18,12744.72,9453.62
2023-12-14,S01,Москва,Канцтовары,Ежедневник,2.0,676.9,1353.8,573.41
2024-05-08,S04,Санкт-Петербург,Продукты,Чай 100п,6.0,506.4,,2193.53
2025-06-08,S07,Екатеринбург,Канцтовары,Калькулятор,1.0,1129.01,1129.01,631.73
2025-06-24,S02,Москва,Канцтовары,Набор ручек,4.0,352.77,1411.08,713.04
2024-01-15,S03,Москва,Бытовая техника,Утюг,6.0,4058.33,24349.98,17485.76
2024-03-09,S01,Москва,Одежда,Джинсы,1.0,4363.71,4363.71,2431.37
2025-05-26,S02,Москва,Бытовая техника,Утюг,8.0,4654.44,37235.52,27185.28
2024-01-22,S06,Казань,Канцтовары,Степлер,11.0,501.71,5518.81,3070.98
2024-03-20,S01,Москва,Канцтовары,Ежедневник,5.0,,3985.7,2390.17
2025-02-09,S02,Москва,Продукты,Чай 100п,2.0,439.79,879.58,632.73
2025-01-10,S10,Самара,Одежда,Кроссовки,1.0,6036.54,6036.54,3247.21
2024-08-08,S07,Екатеринбург,Бытовая техника,Блендер,4.0,5100.16,20400.64,15687.58
2023-04-20,S09,Ростов-на-Дону,Бытовая техника,Пылесос,2.0,10985.84,21971.68,16756.67
2023-02-19,S08,Новосибирск,Электроника,Наушники,1.0,3509.34,3509.34,2703.4
2024-03-17,S01,Москва,Продукты,Шоколад,1.0,230.76,230.76,172.61
2024-04-12,S03,Москва,Канцтовары,Калькулятор,2.0,1202.95,2405.9,1213.95
2024-11-04,S07,Екатеринбург,Бытовая техника,Блендер,6.0,5381.09,32286.54,23078.41
2023-02-03,S08,Новосибирск,Электроника,Колонка,1.0,5125.42,5125.42,4059.58
2023-12-17,S10,Самара,Электроника,Планшет,1.0,17847.51,17847.51,13603.16
2025-04-02,S06,Казань,Бытовая техника,Чайник,4.0,3307.48,13229.92,8913.33
2025-11-16,S02,Москва,Бытовая техника,Утюг,1.0,4754.5,,3672.17
2024-09-04,S03,Москва,Электроника,Смартфон,4.0,,104031.92,81201.7
2024-09-19,S08,Новосибирск,Электроника,Колонка,5.0,5405.9,27029.5,21779.76
2023-07-26,S05,Санкт-Петербург,Продукты,Шоколад,2.0,236.23,472.46,320.96
2025-03-08,S03,Москва,Канцтовары,Набор ручек,3.0,386.28,1158.84,574.07
2023-09-28,S06,Казань,Электроника,Наушники,1.0,3205.21,3205.21,2457.68
2025-02-25,S07,Екатеринбург,Продукты,Чай 100п,1.0,463.64,463.64,335.37
2025-04-11,S08,Новосибирск,Канцтовары,Степлер,1.0,448.92,448.92,227.23
2025-10-15,S03,Москва,Одежда,Джинсы,1.0,4287.19,4287.19,2521.97
2025-12-19,S04,Санкт-Петербург,Бытовая техника,Утюг,3.0,4891.68,14675.04,10101.0
2025-01-16,S09,Ростов-на-Дону,Одежда,Куртка,1.0,7781.83,7781.83,4271.7
2025-08-19,S08,Новосибирск,Канцтовары,Набор ручек,1.0,397.33,397.33,193.31
2025-10-10,S06,Казань,Бытовая техника,Блендер,1.0,4870.34,4870.34,3343.39
2025-04-23,S09,Ростов-на-Дону,Одежда,Джинсы,1.0,3833.15,3833.15,2057.21
2024-08-07,S04,Санкт-Петербург,Канцтовары,Калькулятор,5.0,1278.44,6392.2,3709.33
2023-03-13,S06,Казань,Канцтовары,Калькулятор,1.0,1314.45,1314.45,734.98
2024-11-27,S04,Санкт-Петербург,Бытовая техника,Пылесос,4.0,13700.12,54800.48,42014.38
2023-03-21,S04,Санкт-Петербург,Канцтовары,Ежедневник,1.0,730.32,730.32,312.25
2024-06-14,S05,Санкт-Петербург,Канцтовары,Набор ручек,6.0,331.28,1987.68,804.28
2025-06-07,S03,Москва,Одежда,Джинсы,2.0,4037.05,8074.1,4050.73
2023-11-24,S08,Новосибирск,Продукты,Чай 100п,3.0,,1480.2,1123.81
2025-06-15,S04,Санкт-Петербург,Одежда,Куртка,4.0,9627.2,38508.8,17745.35
2025-12-13,S02,Москва,Одежда,Футболка,1.0,1662.61,1662.61,914.68
2023-10-02,S08,Новосибирск,Электроника,Колонка,1.0,5632.76,5632.76,4376.25
2025-05-17,S01,Москва,Канцтовары,Набор ручек,1.0,334.44,334.44,162.33
2024-01-06,S08,Новосибирск,Бытовая техника,Чайник,2.0,2998.2,5996.4,4521.77
2023-06-21,S03,Москва,Продукты,Мёд 500г,4.0,582.68,2330.72,1749.0
2025-04-29,S07,Екатеринбург,Канцтовары,Степлер,5.0,439.49,2197.45,1182.76
2024-08-24,S10,Самара,Бытовая техника,Чайник,3.0,2888.83,8666.49,5988.79
2025-07-03,S04,Санкт-Петербург,Канцтовары,Ежедневник,3.0,640.43,1921.29,1098.98
2023-08-04,S03,Москва,Бытовая техника,Чайник,1.0,3005.87,3005.87,2220.11
2023-08-05,S10,Самара,Одежда,Джинсы,1.0,4618.65,4618.65,2141.23
2025-05-21,S03,Москва,Электроника,Колонка,1.0,6133.17,6133.17,4895.79
2024-08-17,S01,Москва,Канцтовары,Степлер,1.0,452.64,452.64,205.17
2024-06-29,S09,Ростов-на-Дону,Канцтовары,Ежедневник,1.0,659.31,659.31,391.2
2024-07-27,S01,Москва,Продукты,Кофе 1кг,7.0,1027.85,7194.95,4800.52
2025-07-13,S01,Москва,Бытовая техника,Блендер,1.0,4668.43,4668.43,3368.85
2023-12-26,S01,Москва,Электроника,Наушники,4.0,4022.53,16090.12,13195.39
2023-01-19,S02,Москва,Одежда,Куртка,1.0,7840.85,,4955.82
2024-08-11,S08,Новосибирск,Продукты,Чай 100п,1.0,462.78,462.78,296.86
2024-11-01,S08,Новосибирск,Одежда,Джинсы,3.0,4505.35,13516.05,8220.23
2025-01-09,S02,Москва,Бытовая техника,Утюг,2.0,5105.15,10210.3,7911.79
2024-10-27,S02,Москва,Одежда,Футболка,1.0,1624.05,1624.05,999.13
2024-05-22,S05,Санкт-Петербург,Продукты,Чай 100п,4.0,406.62,1626.48,1114.38
2024-10-25,S01,Москва,Канцтовары,Степлер,1.0,487.97,487.97,263.84
2025-10-15,S07,Екатеринбург,Электроника,Колонка,1.0,5784.66,5784.66,4292.62
2023-04-16,S03,Москва,Одежда,Джинсы,3.0,4608.85,13826.55,8166.96
2024-09-18,S10,Самара,Бытовая техника,Чайник,17.0,3101.81,52730.77,36485.03
2025-08-11,S02,Москва,Электроника,Планшет,1.0,18809.01,18809.01,15065.58
2024-09-07,S06,Казань,Одежда,Футболка,8.0,1823.81,14590.48,9178.74
2023-04-02,S04,Санкт-Петербург,Электроника,Колонка,7.0,5241.75,36692.25,27221.39
2024-11-08,S07,Екатеринбург,Бытовая техника,Утюг,1.0,,4484.57,3321.49
2024-04-28,S03,Москва,Бытовая техника,Пылесос,8.0,13696.46,109571.68,82647.74
2024-12-17,S01,Москва,Электроника,Планшет,,16805.97,50417.91,38136.59
2024-08-01,S03,Москва,Электроника,Колонка,1.0,5277.5,5277.5,4235.73
2025-12-27,S04,Санкт-Петербург,Продукты,Чай 100п,3.0,503.16,1509.48,1000.85
2024-03-13,S06,Казань,Одежда,Джинсы,,4776.38,9552.76,5249.23
