year,month,region,category,revenue,profit,cost,orders,qty
2024,1,Санкт-Петербург,Одежда,51167.0,21337.0,29830.0,2,14.0
2024,2,Екатеринбург,Канцтовары,3593.0,1675.0,1918.0,3,8.0
2024,2,Екатеринбург,Одежда,44534.0,19886.0,24648.0,1,5.0
2024,2,Екатеринбург,Продукты,1676.0,465.0,1211.0,2,5.0
2024,2,Екатеринбург,Электроника,96299.0,22202.0,74097.0,3,19.0
2024,2,Казань,Канцтовары,14508.0,10746.0,3762.0,3,10.0
2024,2,Казань,Одежда,78976.0,35135.0,43842.0,2,11.0
2024,2,Казань,Продукты,1085.0,291.0,794.0,3,3.0
2024,2,Казань,Электроника,82204.0,19338.0,62867.0,2,3.0
2024,2,Москва,Бытовая техника,81356.0,22674.0,58683.0,4,8.0
2024,2,Москва,Канцтовары,6507.0,3221.0,3285.0,3,10.0
2024,2,Москва,Одежда,34428.0,14993.0,19435.0,3,5.0
2024,2,Москва,Продукты,6961.0,2037.0,4924.0,7,14.0
2024,2,Москва,Электроника,123210.0,30672.0,92538.0,2,12.0
2024,2,Новосибирск,Бытовая техника,40154.0,12169.0,27985.0,2,8.0
2024,2,Новосибирск,Канцтовары,1426.0,671.0,755.0,2,2.0
2024,2,Новосибирск,Продукты,2608.0,657.0,1952.0,2,4.0
2024,2,Новосибирск,Электроника,48960.0,12001.0,36960.0,1,8.0
2024,2,Ростов-на-Дону,Бытовая техника,48781.0,14809.0,33972.0,3,7.0
2024,2,Ростов-на-Дону,Канцтовары,963.0,494.0,469.0,1,2.0
2024,2,Ростов-на-Дону,Одежда,9157.0,3987.0,5170.0,1,1.0
2024,2,Самара,Бытовая техника,5493.0,1592.0,3901.0,1,1.0
2024,2,Самара,Канцтовары,6411.0,3317.0,3094.0,2,10.0
2024,2,Самара,Одежда,25421.0,12372.0,13049.0,1,3.0
2024,2,Самара,Продукты,4289.0,1124.0,3165.0,2,8.0
2024,2,Самара,Электроника,11052.0,2210.0,8841.0,2,2.0
2024,2,Санкт-Петербург,Бытовая техника,197059.0,57044.0,140015.0,3,24.0
2024,2,Санкт-Петербург,Канцтовары,354.0,145.0,209.0,1,1.0
2024,2,Санкт-Петербург,Одежда,14669.0,7195.0,7474.0,1,2.0
2024,2,Санкт-Петербург,Продукты,3216.0,850.0,2366.0,2,6.0
2024,2,Санкт-Петербург,Электроника,117680.0,21345.0,96335.0,2,6.0
2024,3,Екатеринбург,Бытовая техника,17474.0,5132.0,12342.0,2,5.0
2024,3,Екатеринбург,Канцтовары,4847.0,2412.0,2435.0,2,9.0
2024,3,Екатеринбург,Продукты,8464.0,2566.0,5898.0,2,13.0
2024,3,Екатеринбург,Электроника,21454.0,-6061.0,27515.0,2,2.0
2024,3,Казань,Бытовая техника,13466.0,3654.0,9812.0,1,1.0
2024,3,Казань,Канцтовары,1316.0,747.0,569.0,1,1.0
2024,3,Казань,Одежда,20369.0,7786.0,12583.0,3,4.0
2024,3,Казань,Электроника,11224.0,2233.0,8990.0,2,2.0
2024,3,Москва,Бытовая техника,155177.0,42970.0,112207.0,7,29.0
2024,3,Москва,Канцтовары,12138.0,5266.0,6872.0,7,23.0
2024,3,Москва,Одежда,49663.0,22924.0,26739.0,5,11.0
2024,3,Москва,Продукты,4044.0,1044.0,3000.0,5,7.0
2024,3,Москва,Электроника,92329.0,21163.0,71166.0,3,4.0
2024,3,Новосибирск,Бытовая техника,49220.0,15566.0,33655.0,2,10.0
2024,3,Новосибирск,Канцтовары,689.0,302.0,388.0,2,2.0
2024,3,Новосибирск,Одежда,41755.0,17192.0,24563.0,2,7.0
2024,3,Новосибирск,Электроника,58557.0,11984.0,46572.0,2,11.0
2024,3,Ростов-на-Дону,Бытовая техника,21165.0,6369.0,14796.0,1,5.0
2024,3,Ростов-на-Дону,Канцтовары,6699.0,3438.0,3261.0,1,6.0
2024,3,Ростов-на-Дону,Одежда,21119.0,7608.0,13512.0,1,5.0
2024,3,Ростов-на-Дону,Продукты,5811.0,1498.0,4313.0,2,6.0
2024,3,Ростов-на-Дону,Электроника,199747.0,43172.0,156575.0,2,14.0
2024,3,Самара,Одежда,24457.0,11410.0,13047.0,4,7.0
2024,3,Самара,Продукты,3685.0,1225.0,2460.0,1,4.0
2024,3,Самара,Электроника,37948.0,7453.0,30495.0,2,3.0
2024,3,Санкт-Петербург,Бытовая техника,46591.0,13397.0,33194.0,4,12.0
2024,3,Санкт-Петербург,Канцтовары,9295.0,3822.0,5473.0,2,8.0
2024,3,Санкт-Петербург,Продукты,4325.0,1142.0,3182.0,3,6.0
2024,3,Санкт-Петербург,Электроника,19404.0,3551.0,15853.0,1,1.0
2024,4,Екатеринбург,Бытовая техника,50859.0,13872.0,36987.0,3,5.0
2024,4,Екатеринбург,Канцтовары,2598.0,1462.0,1136.0,1,6.0
2024,4,Екатеринбург,Одежда,30051.0,14397.0,15654.0,3,5.0
2024,4,Екатеринбург,Продукты,10696.0,3546.0,7150.0,3,17.0
2024,4,Екатеринбург,Электроника,6093.0,1199.0,4894.0,1,2.0
2024,4,Казань,Бытовая техника,3103.0,759.0,2344.0,1,1.0
2024,4,Казань,Канцтовары,11073.0,5753.0,5321.0,3,16.0
2024,4,Казань,Продукты,503.0,147.0,357.0,1,1.0
2024,4,Москва,Бытовая техника,167560.0,41326.0,126234.0,4,13.0
2024,4,Москва,Канцтовары,22276.0,12022.0,10254.0,8,30.0
2024,4,Москва,Одежда,41770.0,19881.0,21889.0,5,9.0
2024,4,Москва,Продукты,9950.0,3416.0,6535.0,2,16.0
2024,4,Москва,Электроника,23439.0,-29807.0,53246.0,2,9.0
2024,4,Новосибирск,Бытовая техника,12262.0,3526.0,8736.0,3,3.0
2024,4,Новосибирск,Канцтовары,1429.0,665.0,764.0,2,3.0
2024,4,Новосибирск,Одежда,5963.0,2212.0,3751.0,1,1.0
2024,4,Новосибирск,Продукты,2543.0,770.0,1773.0,3,9.0
2024,4,Ростов-на-Дону,Бытовая техника,17558.0,5202.0,12355.0,2,2.0
2024,4,Ростов-на-Дону,Канцтовары,3938.0,1928.0,2009.0,2,5.0
2024,4,Ростов-на-Дону,Одежда,19020.0,8626.0,10395.0,3,5.0
2024,4,Ростов-на-Дону,Электроника,103774.0,23067.0,80706.0,4,15.0
2024,4,Самара,Бытовая техника,50839.0,15934.0,34904.0,2,13.0
2024,4,Самара,Канцтовары,12052.0,5666.0,6386.0,5,18.0
2024,4,Самара,Одежда,13319.0,3346.0,9973.0,2,6.0
2024,4,Самара,Продукты,813.0,292.0,521.0,1,1.0
2024,4,Самара,Электроника,142350.0,35022.0,107327.0,3,7.0
2024,4,Санкт-Петербург,Бытовая техника,34650.0,10058.0,24592.0,5,6.0
2024,4,Санкт-Петербург,Канцтовары,2227.0,972.0,1255.0,3,3.0
2024,4,Санкт-Петербург,Одежда,35845.0,14227.0,21618.0,5,16.0
2024,4,Санкт-Петербург,Продукты,8019.0,2336.0,5683.0,3,16.0
2024,4,Санкт-Петербург,Электроника,56587.0,14183.0,42404.0,3,13.0
2024,5,Екатеринбург,Канцтовары,1335.0,684.0,652.0,1,3.0
2024,5,Екатеринбург,Одежда,9115.0,2065.0,7050.0,2,2.0
2024,5,Екатеринбург,Электроника,12353.0,2765.0,9588.0,1,2.0
2024,5,Казань,Бытовая техника,25075.0,6755.0,18320.0,1,2.0
2024,5,Казань,Одежда,81411.0,38793.0,42618.0,3,10.0
2024,5,Казань,Продукты,15086.0,5019.0,10067.0,1,17.0
2024,5,Москва,Бытовая техника,70521.0,19770.0,50751.0,4,13.0
2024,5,Москва,Канцтовары,9536.0,3636.0,5900.0,4,22.0
2024,5,Москва,Одежда,19645.0,9587.0,10058.0,3,3.0
2024,5,Москва,Продукты,8098.0,2689.0,5409.0,5,23.0
2024,5,Москва,Электроника,241648.0,50633.0,191015.0,10,20.0
2024,5,Новосибирск,Бытовая техника,43547.0,12521.0,31026.0,3,7.0
2024,5,Новосибирск,Канцтовары,9274.0,5489.0,3785.0,2,8.0
2024,5,Новосибирск,Одежда,9688.0,4739.0,4949.0,1,1.0
2024,5,Новосибирск,Продукты,735.0,232.0,503.0,2,2.0
2024,5,Новосибирск,Электроника,59630.0,14030.0,45601.0,3,3.0
2024,5,Ростов-на-Дону,Канцтовары,1182.0,675.0,506.0,1,1.0
2024,5,Ростов-на-Дону,Одежда,35614.0,14226.0,21388.0,1,6.0
2024,5,Ростов-на-Дону,Продукты,3581.0,1129.0,2453.0,3,6.0
2024,5,Ростов-на-Дону,Электроника,198119.0,42032.0,156087.0,2,8.0
2024,5,Самара,Бытовая техника,8426.0,2209.0,6217.0,2,2.0
2024,5,Самара,Канцтовары,2638.0,1436.0,1201.0,2,4.0
2024,5,Самара,Одежда,1632.0,832.0,800.0,1,1.0
2024,5,Самара,Продукты,2300.0,645.0,1655.0,2,5.0
2024,5,Санкт-Петербург,Бытовая техника,29400.0,8256.0,21144.0,4,5.0
2024,5,Санкт-Петербург,Канцтовары,816.0,416.0,399.0,2,2.0
2024,5,Санкт-Петербург,Одежда,11583.0,5831.0,5752.0,1,6.0
2024,5,Санкт-Петербург,Продукты,9391.0,4058.0,5333.0,3,13.0
2024,5,Санкт-Петербург,Электроника,23829.0,6063.0,17766.0,2,2.0
2024,6,Екатеринбург,Бытовая техника,15836.0,5063.0,10774.0,2,2.0
2024,6,Екатеринбург,Канцтовары,515.0,285.0,229.0,1,1.0
2024,6,Екатеринбург,Одежда,35598.0,17418.0,18181.0,4,6.0
2024,6,Екатеринбург,Продукты,1878.0,611.0,1267.0,2,7.0
2024,6,Екатеринбург,Электроника,5971.0,1523.0,4448.0,1,1.0
2024,6,Казань,Канцтовары,410.0,215.0,195.0,1,1.0
2024,6,Казань,Продукты,3291.0,1037.0,2255.0,3,6.0
2024,6,Казань,Электроника,10077.0,2012.0,8065.0,1,2.0
2024,6,Москва,Бытовая техника,80897.0,24555.0,56342.0,3,19.0
2024,6,Москва,Канцтовары,8656.0,4589.0,4068.0,4,12.0
2024,6,Москва,Одежда,43944.0,20526.0,23417.0,7,11.0
2024,6,Москва,Продукты,2190.0,617.0,1573.0,2,3.0
2024,6,Москва,Электроника,47406.0,10915.0,36491.0,3,5.0
2024,6,Новосибирск,Бытовая техника,4586.0,1125.0,3461.0,1,1.0
2024,6,Новосибирск,Канцтовары,9196.0,4232.0,4964.0,4,14.0
2024,6,Новосибирск,Одежда,7593.0,3328.0,4265.0,1,2.0
2024,6,Новосибирск,Продукты,1492.0,367.0,1125.0,1,3.0
2024,6,Ростов-на-Дону,Бытовая техника,36799.0,9919.0,26880.0,2,5.0
2024,6,Ростов-на-Дону,Канцтовары,659.0,268.0,391.0,1,1.0
2024,6,Ростов-на-Дону,Одежда,18302.0,9509.0,8792.0,1,4.0
2024,6,Ростов-на-Дону,Продукты,474.0,114.0,360.0,1,2.0
2024,6,Ростов-на-Дону,Электроника,41129.0,10004.0,31125.0,1,2.0
2024,6,Самара,Бытовая техника,28391.0,7471.0,20920.0,3,7.0
2024,6,Самара,Канцтовары,323.0,191.0,132.0,1,1.0
2024,6,Самара,Одежда,8039.0,3393.0,4646.0,1,1.0
2024,6,Самара,Продукты,9123.0,2530.0,6593.0,2,7.0
2024,6,Самара,Электроника,314799.0,63198.0,251600.0,3,13.0
2024,6,Санкт-Петербург,Бытовая техника,26406.0,8489.0,17917.0,1,6.0
2024,6,Санкт-Петербург,Канцтовары,1988.0,1183.0,804.0,1,6.0
2024,6,Санкт-Петербург,Одежда,18351.0,9242.0,9109.0,2,5.0
2024,6,Санкт-Петербург,Продукты,4922.0,1608.0,3314.0,3,8.0
2024,6,Санкт-Петербург,Электроника,201378.0,36512.0,164866.0,2,9.0
2024,7,Екатеринбург,Бытовая техника,8064.0,1927.0,6138.0,2,2.0
2024,7,Екатеринбург,Канцтовары,5815.0,3084.0,2731.0,4,7.0
2024,7,Екатеринбург,Одежда,4716.0,2164.0,2551.0,1,1.0
2024,7,Екатеринбург,Продукты,229.0,70.0,158.0,1,1.0
2024,7,Екатеринбург,Электроника,78531.0,18380.0,60151.0,4,7.0
2024,7,Казань,Бытовая техника,16988.0,4059.0,12929.0,2,5.0
2024,7,Казань,Канцтовары,1603.0,813.0,790.0,2,2.0
2024,7,Казань,Одежда,50110.0,24302.0,25807.0,4,8.0
2024,7,Казань,Электроника,34840.0,8787.0,26053.0,1,2.0
2024,7,Москва,Бытовая техника,127468.0,35443.0,92025.0,6,13.0
2024,7,Москва,Канцтовары,5272.0,2320.0,2952.0,2,4.0
2024,7,Москва,Одежда,58986.0,27929.0,31057.0,4,11.0
2024,7,Москва,Продукты,11581.0,3775.0,7806.0,6,16.0
2024,7,Москва,Электроника,89032.0,18621.0,70411.0,7,9.0
2024,7,Новосибирск,Бытовая техника,4802.0,1377.0,3425.0,1,1.0
2024,7,Новосибирск,Канцтовары,692.0,311.0,381.0,1,1.0
2024,7,Новосибирск,Одежда,17685.0,7402.0,10282.0,1,2.0
2024,7,Новосибирск,Продукты,830.0,288.0,542.0,1,1.0
2024,7,Новосибирск,Электроника,31423.0,6224.0,25199.0,2,2.0
2024,7,Ростов-на-Дону,Бытовая техника,2962.0,868.0,2094.0,1,1.0
2024,7,Ростов-на-Дону,Канцтовары,2316.0,1049.0,1267.0,2,4.0
2024,7,Ростов-на-Дону,Одежда,34180.0,15936.0,18244.0,1,4.0
2024,7,Ростов-на-Дону,Продукты,640.0,223.0,417.0,1,1.0
2024,7,Ростов-на-Дону,Электроника,28724.0,6663.0,22062.0,2,2.0
2024,7,Самара,Бытовая техника,31924.0,9342.0,22582.0,3,4.0
2024,7,Самара,Канцтовары,5850.0,3365.0,2485.0,2,9.0
2024,7,Самара,Одежда,44182.0,22515.0,21667.0,1,5.0
2024,7,Самара,Электроника,3206.0,683.0,2524.0,1,2.0
2024,7,Санкт-Петербург,Бытовая техника,27767.0,6801.0,20966.0,4,7.0
2024,7,Санкт-Петербург,Канцтовары,3616.0,1595.0,2020.0,3,4.0
2024,7,Санкт-Петербург,Одежда,83613.0,36814.0,46800.0,4,14.0
2024,7,Санкт-Петербург,Продукты,7826.0,2628.0,5198.0,5,11.0
2024,7,Санкт-Петербург,Электроника,71635.0,13500.0,58135.0,4,5.0
2024,8,Екатеринбург,Бытовая техника,20401.0,4713.0,15688.0,1,4.0
2024,8,Екатеринбург,Одежда,91331.0,46087.0,45244.0,2,14.0
2024,8,Екатеринбург,Продукты,1326.0,409.0,916.0,2,3.0
2024,8,Екатеринбург,Электроника,69599.0,14109.0,55490.0,5,9.0
2024,8,Казань,Бытовая техника,13329.0,3788.0,9541.0,1,3.0
2024,8,Казань,Канцтовары,15922.0,7177.0,8745.0,3,19.0
2024,8,Казань,Одежда,1888.0,994.0,894.0,1,1.0
2024,8,Казань,Продукты,3015.0,906.0,2109.0,2,7.0
2024,8,Казань,Электроника,18106.0,4387.0,13719.0,2,3.0
2024,8,Москва,Бытовая техника,149944.0,41224.0,108721.0,10,23.0
2024,8,Москва,Канцтовары,10138.0,4912.0,5226.0,6,10.0
2024,8,Москва,Одежда,37072.0,16349.0,20723.0,5,6.0
2024,8,Москва,Продукты,4257.0,1329.0,2928.0,3,12.0
2024,8,Москва,Электроника,109499.0,24818.0,84681.0,6,11.0
2024,8,Новосибирск,Канцтовары,2001.0,991.0,1010.0,1,4.0
2024,8,Новосибирск,Одежда,66934.0,28007.0,38927.0,2,13.0
2024,8,Новосибирск,Продукты,2034.0,641.0,1392.0,4,4.0
2024,8,Ростов-на-Дону,Канцтовары,347.0,170.0,177.0,1,1.0
2024,8,Самара,Бытовая техника,37102.0,10439.0,26663.0,3,9.0
2024,8,Самара,Канцтовары,6186.0,2602.0,3584.0,2,6.0
2024,8,Самара,Одежда,4830.0,2551.0,2279.0,1,1.0
2024,8,Самара,Электроника,68644.0,16644.0,52000.0,3,5.0
2024,8,Санкт-Петербург,Бытовая техника,48476.0,15335.0,33141.0,3,6.0
2024,8,Санкт-Петербург,Канцтовары,10655.0,4826.0,5829.0,3,13.0
2024,8,Санкт-Петербург,Одежда,6073.0,2469.0,3603.0,1,1.0
2024,8,Санкт-Петербург,Продукты,4830.0,4197.0,633.0,1,2.0
2024,8,Санкт-Петербург,Электроника,23283.0,4920.0,18363.0,2,3.0
2024,9,Екатеринбург,Бытовая техника,65516.0,17904.0,47613.0,2,10.0
2024,9,Екатеринбург,Канцтовары,341.0,181.0,160.0,1,1.0
2024,9,Екатеринбург,Одежда,5874.0,2413.0,3461.0,1,1.0
2024,9,Екатеринбург,Электроника,3170.0,709.0,2461.0,1,1.0
2024,9,Казань,Бытовая техника,30295.0,7633.0,22662.0,1,7.0
2024,9,Казань,Канцтовары,4960.0,2825.0,2135.0,3,5.0
2024,9,Казань,Одежда,27472.0,11544.0,15929.0,3,15.0
2024,9,Казань,Продукты,4253.0,1210.0,3044.0,2,17.0
2024,9,Москва,Бытовая техника,27665.0,7515.0,20150.0,3,6.0
2024,9,Москва,Канцтовары,8109.0,5625.0,2484.0,3,11.0
2024,9,Москва,Одежда,11254.0,5226.0,6029.0,3,5.0
2024,9,Москва,Продукты,16023.0,5382.0,10641.0,6,24.0
2024,9,Москва,Электроника,162540.0,12306.0,150234.0,4,14.0
2024,9,Новосибирск,Бытовая техника,11150.0,2731.0,8420.0,1,1.0
2024,9,Новосибирск,Продукты,2462.0,846.0,1616.0,1,3.0
2024,9,Новосибирск,Электроника,314495.0,66554.0,247940.0,5,19.0
2024,9,Ростов-на-Дону,Канцтовары,652.0,318.0,335.0,1,1.0
2024,9,Ростов-на-Дону,Одежда,16127.0,8021.0,8106.0,2,7.0
2024,9,Ростов-на-Дону,Продукты,1002.0,280.0,722.0,1,1.0
2024,9,Ростов-на-Дону,Электроника,3290.0,601.0,2688.0,1,1.0
2024,9,Самара,Бытовая техника,52731.0,16246.0,36485.0,1,17.0
2024,9,Самара,Канцтовары,8235.0,6466.0,1769.0,3,10.0
2024,9,Самара,Одежда,11632.0,4482.0,7150.0,1,3.0
2024,9,Самара,Продукты,287.0,79.0,209.0,1,1.0
2024,9,Самара,Электроника,6915.0,1448.0,5467.0,2,2.0
2024,9,Санкт-Петербург,Бытовая техника,108862.0,32066.0,76797.0,6,22.0
2024,9,Санкт-Петербург,Канцтовары,9467.0,4099.0,5368.0,4,11.0
2024,9,Санкт-Петербург,Одежда,65577.0,29927.0,35650.0,9,21.0
2024,9,Санкт-Петербург,Продукты,946.0,334.0,612.0,2,2.0
2024,10,Екатеринбург,Бытовая техника,3163.0,1054.0,2109.0,1,1.0
2024,10,Екатеринбург,Одежда,22889.0,10023.0,12867.0,3,4.0
2024,10,Екатеринбург,Электроника,172964.0,43406.0,129558.0,2,12.0
2024,10,Казань,Канцтовары,657.0,333.0,324.0,1,1.0
2024,10,Казань,Одежда,20675.0,8598.0,12078.0,2,7.0
2024,10,Казань,Электроника,20796.0,-31466.0,52263.0,2,15.0
2024,10,Москва,Бытовая техника,45763.0,13705.0,32058.0,2,8.0
2024,10,Москва,Канцтовары,6561.0,3034.0,3527.0,5,10.0
2024,10,Москва,Одежда,89175.0,23878.0,65296.0,7,34.0
2024,10,Москва,Продукты,5529.0,1686.0,3843.0,2,7.0
2024,10,Москва,Электроника,34866.0,7637.0,27228.0,1,2.0
2024,10,Новосибирск,Бытовая техника,9444.0,3157.0,6287.0,1,2.0
2024,10,Новосибирск,Канцтовары,16121.0,7825.0,8296.0,2,19.0
2024,10,Новосибирск,Одежда,8668.0,4265.0,4402.0,1,1.0
2024,10,Новосибирск,Продукты,16379.0,5315.0,11064.0,5,24.0
2024,10,Новосибирск,Электроника,19866.0,3847.0,16018.0,1,1.0
2024,10,Ростов-на-Дону,Бытовая техника,22745.0,6027.0,16718.0,2,5.0
2024,10,Ростов-на-Дону,Канцтовары,5448.0,2619.0,2829.0,3,16.0
2024,10,Ростов-на-Дону,Электроника,58058.0,13133.0,44925.0,2,8.0
2024,10,Самара,Бытовая техника,21119.0,6009.0,15110.0,1,5.0
2024,10,Самара,Одежда,27538.0,11807.0,15731.0,2,3.0
2024,10,Самара,Электроника,19621.0,4351.0,15270.0,2,4.0
2024,10,Санкт-Петербург,Бытовая техника,27398.0,7017.0,20381.0,2,6.0
2024,10,Санкт-Петербург,Канцтовары,2094.0,1154.0,941.0,2,5.0
2024,10,Санкт-Петербург,Одежда,13586.0,6377.0,7208.0,1,2.0
2024,10,Санкт-Петербург,Продукты,5128.0,1626.0,3502.0,5,7.0
2024,10,Санкт-Петербург,Электроника,224069.0,50633.0,173435.0,5,21.0
2024,11,Екатеринбург,Бытовая техника,57746.0,15702.0,42044.0,3,14.0
2024,11,Екатеринбург,Канцтовары,15645.0,7672.0,7973.0,5,34.0
2024,11,Екатеринбург,Электроника,35326.0,8763.0,26564.0,1,2.0
2024,11,Казань,Бытовая техника,186747.0,57080.0,129667.0,3,28.0
2024,11,Казань,Канцтовары,5181.0,2805.0,2376.0,4,14.0
2024,11,Казань,Одежда,2022.0,1085.0,937.0,1,1.0
2024,11,Казань,Продукты,1374.0,405.0,969.0,1,2.0
2024,11,Казань,Электроника,25183.0,5967.0,19217.0,2,7.0
2024,11,Москва,Бытовая техника,55371.0,15825.0,39546.0,6,12.0
2024,11,Москва,Канцтовары,22204.0,11200.0,11004.0,9,37.0
2024,11,Москва,Одежда,13329.0,5422.0,7907.0,2,3.0
2024,11,Москва,Продукты,5932.0,1671.0,4260.0,4,8.0
2024,11,Москва,Электроника,398079.0,97465.0,300614.0,4,20.0
2024,11,Новосибирск,Бытовая техника,43896.0,10747.0,33148.0,2,14.0
2024,11,Новосибирск,Одежда,54670.0,25752.0,28919.0,2,9.0
2024,11,Новосибирск,Продукты,5522.0,1655.0,3867.0,2,13.0
2024,11,Новосибирск,Электроника,87020.0,18764.0,68255.0,2,10.0
2024,11,Ростов-на-Дону,Бытовая техника,25575.0,6395.0,19180.0,1,5.0
2024,11,Ростов-на-Дону,Канцтовары,10430.0,5762.0,4668.0,3,15.0
2024,11,Ростов-на-Дону,Одежда,6355.0,2567.0,3789.0,1,1.0
2024,11,Ростов-на-Дону,Продукты,689.0,198.0,491.0,1,1.0
2024,11,Самара,Бытовая техника,171941.0,42134.0,129807.0,4,27.0
2024,11,Самара,Одежда,26687.0,9670.0,17017.0,1,7.0
2024,11,Самара,Электроника,118944.0,24426.0,94518.0,1,5.0
2024,11,Санкт-Петербург,Бытовая техника,120819.0,32979.0,87840.0,4,20.0
2024,11,Санкт-Петербург,Канцтовары,1501.0,661.0,841.0,1,2.0
2024,11,Санкт-Петербург,Одежда,12060.0,5169.0,6891.0,2,2.0
2024,11,Санкт-Петербург,Продукты,15890.0,5073.0,10817.0,4,17.0
2024,11,Санкт-Петербург,Электроника,191528.0,42199.0,149329.0,3,12.0
2024,12,Екатеринбург,Бытовая техника,10560.0,3018.0,7542.0,1,2.0
2024,12,Екатеринбург,Одежда,38738.0,18427.0,20310.0,2,5.0
2024,12,Екатеринбург,Продукты,496.0,163.0,334.0,1,1.0
2024,12,Казань,Канцтовары,1117.0,498.0,619.0,1,3.0
2024,12,Казань,Продукты,8416.0,2757.0,5659.0,1,10.0
2024,12,Москва,Бытовая техника,59130.0,14907.0,44224.0,2,8.0
2024,12,Москва,Канцтовары,22542.0,11159.0,11384.0,10,45.0
2024,12,Москва,Одежда,44556.0,20403.0,24153.0,3,8.0
2024,12,Москва,Продукты,5297.0,1855.0,3442.0,3,12.0
2024,12,Москва,Электроника,565032.0,127345.0,437687.0,6,26.0
2024,12,Новосибирск,Канцтовары,6777.0,3018.0,3759.0,2,8.0
2024,12,Новосибирск,Продукты,8013.0,2316.0,5697.0,2,10.0
2024,12,Новосибирск,Электроника,44118.0,9480.0,34639.0,2,2.0
2024,12,Ростов-на-Дону,Бытовая техника,33056.0,9328.0,23728.0,3,5.0
2024,12,Ростов-на-Дону,Канцтовары,5554.0,2891.0,2662.0,3,11.0
2024,12,Ростов-на-Дону,Продукты,9696.0,5700.0,3996.0,2,13.0
2024,12,Ростов-на-Дону,Электроника,48010.0,10480.0,37530.0,1,2.0
2024,12,Самара,Бытовая техника,52545.0,14537.0,38008.0,2,7.0
2024,12,Самара,Канцтовары,3748.0,2038.0,1710.0,2,10.0
2024,12,Самара,Одежда,67336.0,35849.0,31486.0,2,8.0
2024,12,Самара,Продукты,3111.0,955.0,2156.0,2,10.0
2024,12,Самара,Электроника,34652.0,8672.0,25980.0,1,11.0
2024,12,Санкт-Петербург,Бытовая техника,12694.0,4128.0,8565.0,1,1.0
2024,12,Санкт-Петербург,Канцтовары,3026.0,1352.0,1674.0,2,6.0
2024,12,Санкт-Петербург,Одежда,11388.0,5612.0,5776.0,2,2.0
2024,12,Санкт-Петербург,Продукты,952.0,262.0,690.0,1,2.0
2024,12,Санкт-Петербург,Электроника,135050.0,25705.0,109345.0,2,5.0
2025,1,Екатеринбург,Бытовая техника,49269.0,15367.0,33901.0,3,12.0
2025,1,Екатеринбург,Одежда,35200.0,15534.0,19666.0,2,5.0
2025,1,Казань,Бытовая техника,20918.0,6230.0,14687.0,3,3.0
2025,1,Казань,Канцтовары,4574.0,2167.0,2408.0,3,7.0
2025,1,Казань,Одежда,1868.0,710.0,1157.0,1,1.0
2025,1,Казань,Продукты,1008.0,336.0,673.0,1,2.0
2025,1,Казань,Электроника,15137.0,3231.0,11906.0,2,4.0
2025,1,Москва,Бытовая техника,34094.0,8268.0,25826.0,3,5.0
2025,1,Москва,Канцтовары,2450.0,1338.0,1112.0,2,3.0
2025,1,Москва,Одежда,18478.0,9325.0,9153.0,2,3.0
2025,1,Москва,Продукты,9507.0,2680.0,6828.0,5,25.0
2025,1,Москва,Электроника,42597.0,8842.0,33755.0,3,4.0
2025,1,Новосибирск,Бытовая техника,110785.0,35494.0,75291.0,3,11.0
2025,1,Новосибирск,Канцтовары,1346.0,740.0,606.0,1,4.0
2025,1,Новосибирск,Продукты,285.0,99.0,186.0,1,1.0
2025,1,Ростов-на-Дону,Бытовая техника,8903.0,2226.0,6677.0,2,2.0
2025,1,Ростов-на-Дону,Одежда,19301.0,8917.0,10384.0,3,5.0
2025,1,Ростов-на-Дону,Продукты,517.0,171.0,346.0,1,1.0
2025,1,Самара,Бытовая техника,32558.0,8963.0,23595.0,1,3.0
2025,1,Самара,Одежда,21944.0,10755.0,11189.0,2,9.0
2025,1,Самара,Продукты,1056.0,348.0,708.0,2,2.0
2025,1,Самара,Электроника,188781.0,37339.0,151442.0,3,10.0
2025,1,Санкт-Петербург,Бытовая техника,38699.0,12387.0,26312.0,2,4.0
2025,1,Санкт-Петербург,Канцтовары,1872.0,896.0,976.0,2,4.0
2025,1,Санкт-Петербург,Одежда,60199.0,24858.0,35341.0,3,10.0
2025,1,Санкт-Петербург,Электроника,58155.0,12194.0,45961.0,2,4.0
2025,2,Екатеринбург,Бытовая техника,24158.0,5884.0,18274.0,1,2.0
2025,2,Екатеринбург,Канцтовары,2476.0,1314.0,1162.0,2,6.0
2025,2,Екатеринбург,Одежда,11396.0,4147.0,7249.0,1,3.0
2025,2,Екатеринбург,Продукты,2245.0,666.0,1580.0,4,5.0
2025,2,Екатеринбург,Электроника,18701.0,3806.0,14895.0,1,1.0
2025,2,Казань,Канцтовары,11306.0,5020.0,6286.0,2,9.0
2025,2,Казань,Продукты,1579.0,463.0,1116.0,2,5.0
2025,2,Казань,Электроника,11312.0,-57347.0,68659.0,2,5.0
2025,2,Москва,Бытовая техника,40036.0,10235.0,29800.0,3,8.0
2025,2,Москва,Канцтовары,10269.0,5182.0,5088.0,6,16.0
2025,2,Москва,Одежда,111619.0,45635.0,65983.0,5,23.0
2025,2,Москва,Продукты,19300.0,10465.0,8835.0,6,20.0
2025,2,Москва,Электроника,75392.0,14589.0,60803.0,4,9.0
